hh_type,hh_id
Couple with dependent children,HH1329801
Couple with dependent children,HH1329801
Couple with dependent children,HH1329801
Couple with independent children only,HH1329901
Couple with independent children only,HH1329901
Other,HH1330001
Other,HH1330001
Other,HH1330101
Other,HH1330101
Couple with dependent children,HH1330201
Couple with dependent children,HH1330201
Couple with dependent children,HH1330201
Couple with dependent children,HH1330201
Couple with dependent children,HH1330201
Other,HH1330301
Other,HH1330301
Live alone,HH1330401
Couple with independent children only,HH1330501
Couple with independent children only,NA
,
Couple with independent children only,HH1330501
Couple with independent children only,HH1330501
Couple with no children,HH1330601
Couple with no children,HH1330601
Lone parent with dependent children,HH1330701
Lone parent with dependent children,HH1330701
Lone parent with dependent children,HH1330701
Lone parent with dependent children,HH1330701
Couple with dependent children,HH1330801
Couple with dependent children,HH1330801
Couple with dependent children,HH1330801
Couple with dependent children,HH1330801
Couple with dependent children,HH1330801
Couple with independent children only,HH1330901
Couple with independent children only,HH1330901
Live alone,HH1331001
Couple with independent children only,HH1331101
Couple with independent children only,HH1331101
Couple with independent children only,HH1331101
Couple with independent children only,HH1331101
Couple with independent children only,HH1331201
Couple with independent children only,HH1331201
Couple with independent children only,HH1331201
Couple with independent children only,HH1331301
Couple with independent children only,HH1331301
Couple with independent children only,HH1331301
Couple with independent children only,HH1331301
Couple with independent children only,NA
,
Couple with dependent children,HH1331401
Couple with dependent children,NA
,
Couple with dependent children,NA
,
Couple with dependent children,NA
,
Couple with dependent children,HH1331401
Couple with dependent children,HH1331401
Couple with dependent children,HH1331401
Couple with dependent children,HH1331401
Two or more non-family adults,HH1331501
Two or more non-family adults,HH1331501
Two or more non-family adults,NA
,
Live alone,HH1331601
Couple with independent children only,HH1331701
Couple with independent children only,HH1331701
Couple with independent children only,HH1331701
Couple with independent children only,NA
,
Lone parent with dependent children,HH1331801
Lone parent with dependent children,HH1331801
Lone parent with dependent children,HH1331801
Couple with no children,HH1331901
Couple with no children,HH1331901
Couple with no children,HH1331901
Couple with no children,HH1332001
Couple with no children,HH1332001
Couple with dependent children,HH1332101
Couple with dependent children,HH1332101
Couple with dependent children,NA
,
Couple with dependent children,HH1332101
Couple with dependent children,HH1332101
Live alone,HH1332201
Live alone,HH1332301
Couple with no children,HH1332401
Couple with no children,NA
,
Couple with no children,HH1332501
Couple with no children,HH1332501
Lone parent with dependent children,HH1332601
Lone parent with dependent children,HH1332601
Lone parent with dependent children,HH1332601
Couple with dependent children,HH1332701
Couple with dependent children,HH1332701
Couple with dependent children,HH1332701
Couple with dependent children,HH1332701
Couple with no children,HH1332801
Couple with no children,NA
,
Couple with no children,NA
,
Live alone,HH1332901
Couple with dependent children,HH1333001
Couple with dependent children,NA
,
Couple with dependent children,HH1333001
Couple with dependent children,HH1333001
Couple with dependent children,HH1333001
Couple with dependent children,HH1333001
Couple with independent children only,HH1333101
Couple with independent children only,HH1333101
Couple with independent children only,HH1333101
Couple with independent children only,HH1333101
Couple with independent children only,HH1333101
Other,HH1333201
Other,HH1333201
Couple with no children,HH1333301
Couple with no children,HH1333301
Couple with no children,HH1333401
Couple with no children,HH1333401
Lone parent with independent children only,HH1333501
Lone parent with independent children only,HH1333501
Live alone,HH1333601
Couple with no children,HH1333701
Couple with no children,HH1333701
Couple with independent children only,HH1333801
Couple with independent children only,HH1333801
Couple with independent children only,HH1333901
Couple with independent children only,HH1333901
Couple with no children,HH1334001
Couple with no children,NA
,
Couple with no children,HH1334001
Two or more non-family adults,HH1334101
Two or more non-family adults,NA
,
Two or more non-family adults,HH1334101
Couple with no children,HH1334201
Couple with no children,HH1334201
Couple with dependent children,HH1334301
Couple with dependent children,HH1334301
Couple with dependent children,HH1334301
Couple with dependent children,HH1334301
Couple with no children,HH1334401
Couple with no children,HH1334401
Couple with no children,HH1334501
Couple with no children,NA
,
Couple with no children,HH1334501
Couple with dependent children,HH1334601
Couple with dependent children,HH1334601
Couple with dependent children,NA
,
Couple with dependent children,HH1334601
Couple with dependent children,HH1334601
Couple with independent children only,HH1334701
Couple with independent children only,HH1334701
Couple with no children,HH1334801
Couple with no children,HH1334801
Couple with dependent children,HH1334901
Couple with dependent children,NA
,
Couple with dependent children,HH1334901
Couple with dependent children,HH1334901
Lone parent with dependent children,HH1335001
Lone parent with dependent children,HH1335001
Lone parent with dependent children,HH1335001
Lone parent with dependent children,HH1335001
Lone parent with dependent children,HH1335001
Lone parent with dependent children,HH1335101
Lone parent with dependent children,HH1335101
Lone parent with dependent children,NA
,
Lone parent with dependent children,HH1335101
Couple with independent children only,HH1335201
Couple with independent children only,NA
,
Couple with independent children only,HH1335201
Couple with independent children only,HH1335201
Couple with independent children only,HH1335201
Couple with dependent children,HH1335301
Couple with dependent children,HH1335301
Couple with dependent children,HH1335301
Couple with dependent children,HH1335401
Couple with dependent children,HH1335401
Couple with dependent children,HH1335401
Couple with dependent children,HH1335401
Couple with dependent children,HH1335501
Couple with dependent children,HH1335501
Couple with dependent children,HH1335501
